1	110000	北京
2	120000	天津
3	130000	河北
4	140000	山西
5	150000	内蒙古
6	210000	辽宁
7	220000	吉林
8	230000	黑龙江
9	310000	上海
10	320000	江苏
11	330000	浙江
12	340000	安徽
13	350000	福建
14	360000	江西
15	370000	山东
16	410000	河南
17	420000	湖北
18	430000	湖南
19	440000	广东
20	450000	广西
21	460000	海南
22	500000	重庆
23	510000	四川
24	520000	贵州
25	530000	云南
26	540000	西藏
27	610000	陕西
28	620000	甘肃
29	630000	青海
30	640000	宁夏
31	650000	新疆
32	710000	台湾
33	810000	香港
34	820000	澳门
35	-1	其他
